,TOTAL_BORN,CAT,Resta_Estat,Estranger,DTE,BARRI,NOM_BARRI,CAT_pct,Resta_Estat_pct,Estranger_pct,NascutsRestaEstat_Votants_ratio,barri_size,Població,Index_RFD,Index_intervals,TOTAL_EDUC,Educ_NO,Educ_primar,Educ_batx_elem,Educ_batx_sup,Educ_univ,No consta,Educ_univ_pct,Educ_primar_pct,Total Aturats,Fins a 6 mesos,De 6 a 12 mesos,Més de 12 mesos,Tot_Atur_pct,Tot_LT_Atur_pct,Electors,Votants,JxSi,Cs,PSC,CUP,ECP,PP,Altres,Blancs,Nuls,JxSi_pct,JxSi_pct_Electors,Cs_pct,Cs_pct_Electors,PSC_pct,PSC_pct_Electors,CUP_pct,CUP_pct_Electors,PP_pct,PP_pct_Electors,ECP_pct,ECP_pct_Electors,Indep,Indep_pct,Indep_pct_Electors,DretD,DretD_pct,DretD_pct_Electors,Union,Union_pct,Union_pct_Electors,Participacio_pct,Effective_Educ_univ_pct
35,9339.0,6547.0,1842.0,950.0,7,36, la Font d'en Fargues,70.1,19.72,10.17,21.95732506854214,2.0,9467.0,102.0,3.0,7998.0,350.0,1300.0,1748.0,2247.0,2342.0,11.0,29.28,16.25,607.0,250.0,85.0,272.0,7.59,3.4000000000000004,7379,6148,2539,948,602,720,644,453,206,25,11,41.3,34.41,15.42,12.85,9.79,8.16,11.71,9.76,7.37,6.14,10.47,8.73,3259,53.01,44.169999999999995,3903,63.48,52.89999999999999,2003,32.58,27.15,83.31752269955278,31.74
36,30199.0,15239.0,10602.0,4357.0,7,37, el Carmel,50.46,35.11,14.43,41.02782400061918,5.0,31728.0,56.6,1.0,27118.0,2135.0,8145.0,8196.0,5640.0,2987.0,15.0,11.01,30.04,2068.0,855.0,287.0,926.0,7.630000000000001,3.4099999999999997,23365,16848,3045,4343,3482,1162,2210,1877,574,87,68,18.07,13.03,25.78,18.59,20.67,14.9,6.9,4.97,11.14,8.03,13.12,9.46,4207,24.97,18.0,6417,38.089999999999996,27.46,9702,57.59,41.519999999999996,72.1078536272202,12.78
37,12335.0,6321.0,3459.0,2555.0,7,38, la Teixonera,51.24,28.04,20.71,35.3680981595092,3.0,11379.0,69.6,1.0,9834.0,661.0,2691.0,2794.0,2272.0,1411.0,5.0,14.35,27.36,619.0,276.0,81.0,262.0,6.29,2.6599999999999997,8505,6221,1278,1411,1253,503,898,659,177,22,20,20.54,15.03,22.68,16.59,20.14,14.73,8.09,5.91,10.59,7.75,14.43,10.56,1781,28.63,20.939999999999998,2679,43.06,31.5,3323,53.41,39.07,73.14520870076426,16.59
38,6414.0,3400.0,1915.0,1099.0,7,39, Sant Genís dels Agudells,53.01,29.86,17.13,36.030103480714956,2.0,6865.0,80.0,2.0,5869.0,491.0,1482.0,1483.0,1385.0,1026.0,2.0,17.48,25.25,372.0,169.0,48.0,155.0,6.34,2.64,5160,3735,1040,679,588,329,494,430,145,22,8,27.84,20.16,18.18,13.16,15.74,11.4,8.81,6.38,11.51,8.33,13.23,9.57,1369,36.65,26.54,1863,49.879999999999995,36.11,1697,45.43,32.89,72.38372093023256,19.88
39,4688.0,2795.0,974.0,918.0,7,40, Montbau,59.62,20.78,19.58,25.84239851419475,1.0,5082.0,70.0,1.0,4465.0,376.0,993.0,997.0,1108.0,991.0,0.0,22.189999999999998,22.24,269.0,123.0,34.0,112.0,6.02,2.5100000000000002,3933,2860,972,449,336,306,320,321,122,16,18,33.99,24.71,15.7,11.42,11.75,8.54,10.7,7.78,11.22,8.16,11.19,8.14,1278,44.69,32.49,1598,55.879999999999995,40.63,1106,38.67,28.119999999999997,72.71802695143657,25.2
40,5186.0,3211.0,1347.0,628.0,7,41, la Vall d'Hebron,61.92,25.97,12.11,29.552435278630977,2.0,5422.0,86.9,2.0,4866.0,203.0,964.0,1033.0,1311.0,1353.0,2.0,27.810000000000002,19.81,287.0,131.0,37.0,119.0,5.8999999999999995,2.45,4386,3616,1020,813,439,298,406,468,143,22,7,28.21,23.26,22.48,18.54,12.14,10.01,8.24,6.79,12.94,10.67,11.23,9.26,1318,36.45,30.05,1724,47.68000000000001,39.31,1720,47.56,39.22,82.44414044687642,30.85
41,,,,,7,42, la Clota,,,,,,529.0,90.1,2.0,483.0,29.0,96.0,124.0,109.0,125.0,0.0,25.88,19.88,20.0,9.0,3.0,8.0,4.14,1.66,399,305,96,39,44,41,53,16,13,3,0,31.48,24.06,12.79,9.77,14.43,11.03,13.44,10.28,5.25,4.01,17.38,13.28,137,44.92,34.339999999999996,190,62.3,47.62,99,32.47,24.81,76.44110275689223,31.33
42,26685.0,18025.0,6072.0,2588.0,7,43, Horta,67.55,22.75,9.7,25.198157446985103,4.0,26591.0,82.2,2.0,23117.0,1388.0,5614.0,5262.0,6048.0,4801.0,4.0,20.77,24.29,1750.0,732.0,234.0,784.0,7.57,3.39,20459,15940,5547,2628,2026,1805,1754,1451,581,97,51,34.8,27.11,16.49,12.85,12.71,9.9,11.32,8.82,9.1,7.09,11.0,8.57,7352,46.12,35.93,9106,57.12,44.5,6105,38.3,29.839999999999996,77.91192140378318,23.47
43,26578.0,17326.0,6061.0,3191.0,8,44, Vilapicina i la Torre Llobeta,65.19,22.8,12.01,25.91610723906444,4.0,25500.0,64.0,1.0,22295.0,1273.0,5153.0,5574.0,5809.0,4479.0,7.0,20.09,23.11,1642.0,701.0,215.0,726.0,7.359999999999999,3.26,19309,15035,4608,3011,2181,1427,1565,1583,565,52,43,30.65,23.86,20.03,15.59,14.51,11.3,9.49,7.39,10.53,8.2,10.41,8.11,6035,40.14,31.25,7600,50.55,39.36,6775,45.07,35.09,77.86524418664871,23.2
44,25250.0,14379.0,8186.0,2685.0,8,45, Porta,56.95,32.42,10.63,36.27742078440062,4.0,24424.0,58.3,1.0,21429.0,1505.0,5939.0,5601.0,5151.0,3226.0,7.0,15.049999999999999,27.71,1608.0,707.0,213.0,688.0,7.5,3.2099999999999995,18180,13501,3315,2942,2347,1080,1637,1633,447,55,45,24.55,18.23,21.79,16.18,17.38,12.91,8.0,5.94,12.1,8.98,12.13,9.0,4395,32.55,24.17,6032,44.68,33.17,6922,51.269999999999996,38.07,74.26292629262926,17.74
45,14951.0,7503.0,3639.0,3809.0,8,46, el Turó de la Peira,50.18,24.34,25.48,32.660204631125474,3.0,15471.0,50.6,1.0,13247.0,1099.0,3977.0,3559.0,3016.0,1594.0,2.0,12.030000000000001,30.020000000000003,1021.0,428.0,133.0,460.0,7.71,3.47,10508,7081,1727,1438,1292,570,914,838,243,36,23,24.39,16.44,20.31,13.68,18.25,12.3,8.05,5.42,11.83,7.97,12.91,8.7,2297,32.44,21.86,3211,45.349999999999994,30.56,3568,50.39,33.95,67.38675295013323,15.17
46,2523.0,1938.0,353.0,232.0,8,47, Can Peguera,76.81,13.99,9.2,15.408118725447403,1.0,2288.0,51.0,1.0,1950.0,148.0,720.0,598.0,348.0,136.0,0.0,6.97,36.919999999999995,141.0,60.0,19.0,62.0,7.23,3.18,1770,1105,257,220,206,116,177,75,49,0,5,23.26,14.52,19.91,12.43,18.64,11.64,10.5,6.55,6.79,4.24,16.02,10.0,373,33.760000000000005,21.07,550,49.78,31.07,501,45.34,28.310000000000002,62.42937853107344,7.68
47,17207.0,10208.0,4839.0,2161.0,8,48, la Guineueta,59.32,28.12,12.56,32.1592343988835,3.0,15090.0,56.0,1.0,13084.0,874.0,3383.0,3476.0,3228.0,2123.0,0.0,16.23,25.86,1122.0,489.0,162.0,471.0,8.58,3.5999999999999996,11972,9371,2295,2051,1485,712,1209,1231,306,41,41,24.49,19.17,21.89,17.13,15.85,12.4,7.6,5.95,13.14,10.28,12.9,10.1,3007,32.089999999999996,25.12,4216,44.989999999999995,35.22,4767,50.88,39.809999999999995,78.2743067156699,17.73
48,6717.0,3940.0,1797.0,980.0,8,49, Canyelles,58.66,26.75,14.59,31.322991110336414,2.0,7014.0,61.0,1.0,6094.0,405.0,2001.0,1862.0,1188.0,635.0,3.0,10.42,32.84,547.0,238.0,79.0,230.0,8.98,3.7699999999999996,5727,4496,793,1135,908,290,680,519,134,25,12,17.64,13.85,25.24,19.82,20.2,15.85,6.45,5.06,11.54,9.06,15.12,11.87,1083,24.09,18.91,1763,39.21,30.78,2562,56.980000000000004,44.730000000000004,78.50532565042779,11.09
49,14008.0,7338.0,3759.0,2910.0,8,50, les Roquetes,52.38,26.83,20.77,33.87402000540687,3.0,15668.0,50.8,1.0,13066.0,981.0,4732.0,4121.0,2278.0,954.0,0.0,7.3,36.22,1187.0,518.0,171.0,498.0,9.08,3.81,10365,6904,971,1814,1582,388,1063,800,218,37,31,14.06,9.37,26.27,17.5,22.91,15.26,5.62,3.74,11.59,7.72,15.4,10.26,1359,19.68,13.11,2422,35.08,23.369999999999997,4196,60.769999999999996,40.48,66.60877954655089,9.2
50,13835.0,6264.0,4353.0,3218.0,8,51, Verdun,45.28,31.46,23.26,41.00028256569652,3.0,12239.0,50.8,1.0,10553.0,831.0,3478.0,3134.0,2088.0,1019.0,3.0,9.66,32.96,910.0,397.0,131.0,382.0,8.62,3.62,8658,5991,1028,1439,1183,393,931,753,210,33,21,17.16,11.87,24.02,16.62,19.75,13.66,6.56,4.54,12.57,8.7,15.54,10.75,1421,23.72,16.41,2352,39.26,27.16,3375,56.34,38.980000000000004,69.1961191961192,11.77
51,26893.0,13875.0,8707.0,4311.0,8,52, la Prosperitat,51.59,32.38,16.03,38.557257993091845,4.0,26171.0,53.7,1.0,22691.0,1979.0,7018.0,6566.0,4801.0,2317.0,10.0,10.209999999999999,30.930000000000003,1811.0,796.0,239.0,776.0,7.9799999999999995,3.42,19414,14435,2537,3464,2721,933,2442,1820,390,73,55,17.58,13.07,24.0,17.84,18.85,14.02,6.46,4.81,12.61,9.37,16.92,12.58,3470,24.04,17.88,5912,40.96,30.46,8005,55.46,41.230000000000004,74.35355928711239,11.93
52,5791.0,2996.0,1307.0,1488.0,8,53, la Trinitat Nova,51.74,22.57,25.7,30.37415756448989,2.0,7462.0,34.7,1.0,6208.0,534.0,2220.0,2024.0,1001.0,429.0,0.0,6.909999999999999,35.76,805.0,360.0,108.0,337.0,12.97,5.43,5062,3034,584,656,654,207,460,330,121,14,8,19.25,11.54,21.62,12.96,21.56,12.92,6.82,4.09,10.88,6.52,15.16,9.09,791,26.07,15.629999999999999,1251,41.230000000000004,24.72,1640,54.06,32.4,59.936783879889376,8.47
53,1419.0,721.0,454.0,244.0,8,54, Torre Baró,50.81,31.99,17.2,38.638297872340424,1.0,2682.0,45.6,1.0,2250.0,153.0,916.0,694.0,306.0,179.0,2.0,7.960000000000001,40.71,223.0,100.0,30.0,93.0,9.91,4.130000000000001,1821,1064,136,270,256,60,163,140,32,7,0,12.78,7.47,25.38,14.83,24.06,14.06,5.64,3.29,13.16,7.69,15.32,8.95,196,18.419999999999998,10.76,359,33.739999999999995,19.71,666,62.599999999999994,36.58,58.429434376716095,9.83
54,10176.0,3806.0,2361.0,4009.0,8,55, Ciutat Meridiana,37.4,23.2,39.4,38.28441705853738,3.0,10356.0,39.2,1.0,8439.0,515.0,3493.0,2628.0,1317.0,483.0,3.0,5.72,41.39,1162.0,520.0,155.0,487.0,13.77,5.7700000000000005,6047,3841,420,987,980,169,565,536,125,30,29,10.93,6.95,25.7,16.32,25.51,16.21,4.4,2.79,13.95,8.86,14.71,9.34,589,15.33,9.74,1154,30.04,19.08,2503,65.16,41.39,63.5191003803539,7.99
55,1065.0,,,,8,56, Vallbona,,,,,1.0,1353.0,39.9,1.0,1090.0,95.0,417.0,347.0,146.0,84.0,1.0,7.71,38.26,135.0,60.0,18.0,57.0,12.389999999999999,5.2299999999999995,915,552,95,125,107,36,85,75,21,7,1,17.21,10.38,22.64,13.66,19.38,11.69,6.52,3.93,13.59,8.2,15.4,9.29,131,23.73,14.31,216,39.13,23.6,307,55.61,33.55,60.32786885245902,9.18
56,8312.0,3647.0,1785.0,2879.0,9,57, la Trinitat Vella,43.88,21.47,34.64,32.86082474226804,2.0,10268.0,45.9,1.0,8423.0,490.0,3237.0,2515.0,1449.0,732.0,0.0,8.690000000000001,38.43,1077.0,483.0,143.0,451.0,12.790000000000001,5.35,5905,3884,654,1034,944,168,500,438,126,7,13,16.84,11.08,26.62,17.51,24.3,15.99,4.33,2.85,11.28,7.42,12.87,8.47,822,21.17,13.93,1322,34.04,22.4,2416,62.2,40.92,65.77476714648603,12.4
57,2022.0,1567.0,341.0,,9,58, Baró de Viver,77.5,16.86,,17.872117400419288,1.0,2508.0,60.5,1.0,2031.0,154.0,785.0,697.0,279.0,115.0,1.0,5.66,38.65,152.0,64.0,19.0,69.0,7.48,3.4000000000000004,1765,1085,237,245,228,60,153,113,38,9,2,21.84,13.43,22.58,13.88,21.01,12.92,5.53,3.4,10.41,6.4,14.1,8.67,297,27.37,16.83,450,41.47,25.5,586,54.0,33.2,61.47308781869688,6.52
58,10895.0,7671.0,1809.0,1415.0,9,59, el Bon Pastor,70.41,16.6,12.99,19.082278481012658,3.0,12758.0,59.6,1.0,10284.0,604.0,3336.0,3032.0,2075.0,1234.0,3.0,12.0,32.440000000000005,865.0,363.0,110.0,392.0,8.41,3.81,8731,6208,1498,1304,1056,478,997,635,194,26,20,24.13,17.16,21.01,14.94,17.01,12.09,7.7,5.47,10.23,7.27,16.06,11.42,1976,31.83,22.63,2973,47.89,34.05,2995,48.25,34.3,71.10296644141565,14.13
59,58400.0,39951.0,12992.0,5457.0,9,60, Sant Andreu,68.41,22.25,9.34,24.5395991915834,5.0,56496.0,76.6,2.0,48597.0,2107.0,10385.0,11772.0,13388.0,10933.0,12.0,22.5,21.37,3497.0,1469.0,448.0,1580.0,7.199999999999999,3.25,44453,36063,12715,6302,4404,4095,4202,2893,1194,166,92,35.26,28.6,17.47,14.18,12.21,9.91,11.36,9.21,8.02,6.51,11.65,9.45,16810,46.62,37.81,21012,58.269999999999996,47.260000000000005,13599,37.7,30.599999999999998,81.12613321935528,24.59
60,28963.0,17362.0,7015.0,4587.0,9,61, la Sagrera,59.95,24.22,15.84,28.77712597940682,4.0,28914.0,74.9,1.0,25328.0,1075.0,5652.0,6292.0,6873.0,5431.0,5.0,21.44,22.32,1593.0,677.0,213.0,703.0,6.29,2.78,21944,17161,5621,3284,2293,1763,1841,1668,552,80,59,32.75,25.62,19.14,14.97,13.36,10.45,10.27,8.03,9.72,7.6,10.73,8.39,7384,43.019999999999996,33.65,9225,53.75,42.04,7245,42.22,33.019999999999996,78.2036091870215,24.75
61,13166.0,8389.0,2444.0,2333.0,9,62, el Congrés i els Indians,63.72,18.56,17.72,22.56069417520539,3.0,14076.0,72.7,1.0,12236.0,673.0,2551.0,2908.0,3315.0,2787.0,2.0,22.78,20.849999999999998,775.0,329.0,103.0,343.0,6.329999999999999,2.8000000000000003,10474,8159,3198,1248,925,993,821,606,297,44,27,39.2,30.53,15.3,11.92,11.34,8.83,12.17,9.48,7.43,5.79,10.06,7.84,4191,51.370000000000005,40.010000000000005,5012,61.43000000000001,47.85000000000001,2779,34.07,26.54,77.89765132709566,26.61
62,24514.0,15774.0,5087.0,3653.0,9,63, Navas,64.35,20.75,14.9,24.385216432577536,4.0,21949.0,83.3,2.0,19323.0,812.0,4032.0,4580.0,5398.0,4496.0,5.0,23.27,20.87,1197.0,509.0,161.0,527.0,6.1899999999999995,2.73,16455,13131,5130,2170,1536,1254,1284,1161,500,47,49,39.07,31.18,16.53,13.19,11.7,9.33,9.55,7.62,8.84,7.06,9.78,7.8,6384,48.620000000000005,38.8,7668,58.400000000000006,46.599999999999994,4867,37.07,29.58,79.79945305378304,27.32
63,38617.0,24731.0,7049.0,6837.0,10,64, el Camp de l'Arpa del Clot,64.04,18.25,17.7,22.180616740088105,5.0,38130.0,80.9,2.0,33741.0,1323.0,6577.0,7519.0,9102.0,9213.0,7.0,27.310000000000002,19.49,2276.0,1002.0,329.0,945.0,6.75,2.8000000000000003,28170,21966,9513,3069,2364,2523,2049,1557,715,118,58,43.31,33.77,13.97,10.89,10.76,8.39,11.49,8.96,7.09,5.53,9.33,7.27,12036,54.800000000000004,42.730000000000004,14085,64.13000000000001,50.0,6990,31.82,24.810000000000002,77.9765708200213,32.71
64,28572.0,18454.0,6056.0,4062.0,10,65, el Clot,64.59,21.2,14.22,24.70828233374133,4.0,27082.0,81.0,2.0,23355.0,1001.0,4836.0,5541.0,6278.0,5692.0,7.0,24.37,20.71,1564.0,681.0,211.0,672.0,6.7,2.88,19770,15645,5711,2738,1904,1698,1661,1226,559,87,61,36.5,28.89,17.5,13.85,12.17,9.63,10.85,8.59,7.84,6.2,10.62,8.4,7409,47.35,37.480000000000004,9070,57.97,45.88,5868,37.51,29.68,79.1350531107739,28.79
65,14150.0,8535.0,3361.0,2253.0,10,66, el Parc i la Llacuna del Poblenou,60.32,23.75,15.92,28.253194351042367,3.0,14814.0,88.6,2.0,12883.0,441.0,2379.0,2598.0,3308.0,4152.0,5.0,32.23,18.47,760.0,330.0,102.0,328.0,5.8999999999999995,2.55,10115,7911,2822,1303,930,955,914,668,260,36,23,35.67,27.9,16.47,12.88,11.76,9.19,12.07,9.44,8.44,6.6,11.55,9.04,3777,47.74,37.339999999999996,4691,59.290000000000006,46.379999999999995,2901,36.669999999999995,28.67,78.21057834898664,41.05
66,9434.0,6082.0,1842.0,1510.0,10,67, la Vila Olímpica del Poblenou,64.47,19.53,16.01,23.245835436648157,2.0,9391.0,150.8,4.0,7595.0,227.0,581.0,964.0,1813.0,4010.0,0.0,52.800000000000004,7.6499999999999995,496.0,226.0,73.0,197.0,6.529999999999999,2.59,6158,5248,2232,898,552,581,479,300,160,38,8,42.53,36.25,17.11,14.58,10.52,8.96,11.07,9.43,5.72,4.87,9.13,7.78,2813,53.6,45.68,3292,62.730000000000004,53.46,1750,33.349999999999994,28.41,85.2224748294901,65.12
67,33240.0,22592.0,4733.0,5915.0,10,68, el Poblenou,67.97,14.24,17.79,17.32113449222324,5.0,33425.0,95.4,2.0,27862.0,1191.0,5370.0,5788.0,6948.0,8555.0,10.0,30.7,19.27,1711.0,772.0,249.0,690.0,6.140000000000001,2.48,22673,17751,7661,2330,1728,2422,2043,869,547,88,63,43.16,33.79,13.13,10.28,9.73,7.62,13.64,10.68,4.9,3.83,11.51,9.01,10083,56.8,44.47,12126,68.31,53.48,4927,27.76,21.73,78.2913597671239,37.73
68,12853.0,8241.0,2273.0,2339.0,10,69, Diagonal Mar i el Front Marítim del Poblenou,64.12,17.68,18.2,21.61879398896709,3.0,13351.0,168.8,4.0,10611.0,412.0,1578.0,1840.0,2544.0,4237.0,0.0,39.93,14.87,800.0,355.0,108.0,337.0,7.539999999999999,3.18,8609,7010,2474,1345,836,695,905,490,226,24,15,35.29,28.74,19.19,15.62,11.93,9.71,9.91,8.07,6.99,5.69,12.91,10.51,3169,45.2,36.81,4074,58.11,47.32,2671,38.11,31.02,81.42641421767918,49.22
69,19960.0,10078.0,4551.0,5331.0,10,70, el Besòs i el Maresme,50.49,22.8,26.71,31.109440153120516,3.0,23191.0,58.9,1.0,19555.0,1494.0,7026.0,5676.0,3474.0,1880.0,5.0,9.610000000000001,35.93,1834.0,811.0,246.0,777.0,9.379999999999999,3.9699999999999998,14571,9797,2024,2145,2009,617,1372,1203,333,50,44,20.66,13.89,21.89,14.72,20.51,13.79,6.3,4.23,12.28,8.26,14.0,9.42,2641,26.96,18.12,4013,40.96,27.54,5357,54.68000000000001,36.769999999999996,67.23629126346853,12.9
70,20172.0,13278.0,4012.0,2881.0,10,71, Provençals del Poblenou,65.82,19.89,14.28,23.20416425679584,4.0,20184.0,91.7,2.0,17252.0,820.0,3929.0,4320.0,4431.0,3749.0,3.0,21.73,22.770000000000003,1240.0,533.0,161.0,546.0,7.19,3.16,14824,11546,3726,2221,1598,1117,1457,931,378,71,47,32.27,25.13,19.24,14.98,13.84,10.78,9.67,7.54,8.06,6.28,12.62,9.83,4843,41.940000000000005,32.67,6300,54.56,42.5,4750,41.14,32.04,77.8872099298435,25.29
71,25793.0,16337.0,6510.0,2945.0,10,72, Sant Martí de Provençals,63.34,25.24,11.42,28.493894165535956,4.0,26018.0,67.6,1.0,22627.0,1380.0,5958.0,5806.0,5618.0,3851.0,14.0,17.02,26.33,1730.0,733.0,221.0,776.0,7.6499999999999995,3.4299999999999997,19927,15534,4463,3167,2340,1217,1915,1794,507,78,53,28.73,22.4,20.39,15.89,15.06,11.74,7.83,6.11,11.55,9.0,12.33,9.61,5680,36.56,28.509999999999998,7595,48.89,38.12,7301,47.0,36.63,77.95453404927987,19.33
72,28401.0,16542.0,8892.0,2967.0,10,73, la Verneda i la Pau,58.24,31.31,10.45,34.961075725406936,4.0,28903.0,57.2,1.0,24967.0,1794.0,7521.0,7122.0,5599.0,2923.0,8.0,11.709999999999999,30.12,1959.0,828.0,250.0,881.0,7.85,3.53,22135,16742,3489,4075,3084,958,2113,2343,554,83,43,20.84,15.76,24.34,18.41,18.42,13.93,5.72,4.33,13.99,10.59,12.62,9.55,4447,26.56,20.09,6560,39.18,29.64,9502,56.75,42.93,75.63587079286198,13.21
