,TOTAL_BORN,CAT,Resta_Estat,Estranger,DTE,BARRI,NOM_BARRI,CAT_pct,Resta_Estat_pct,Estranger_pct,NascutsRestaEstat_Votants_ratio,barri_size,Població,Index_RFD,Index_intervals,TOTAL_EDUC,Educ_NO,Educ_primar,Educ_batx_elem,Educ_batx_sup,Educ_univ,No consta,Educ_univ_pct,Educ_primar_pct,Total Aturats,Fins a 6 mesos,De 6 a 12 mesos,Més de 12 mesos,Tot_Atur_pct,Tot_LT_Atur_pct,Electors,Votants,ECP,ERC,PP,PSC,CDC,Cs,Altres,Blancs,Nuls,CDC_pct,CDC_pct_Electors,ERC_pct,ERC_pct_Electors,Cs_pct,Cs_pct_Electors,PSC_pct,PSC_pct_Electors,PP_pct,PP_pct_Electors,ECP_pct,ECP_pct_Electors,Indep,Indep_pct,Indep_pct_Electors,DretD,DretD_pct,DretD_pct_Electors,Union,Union_pct,Union_pct_Electors,Indep_pct_delta_26J_27S,Indep_pct_Electors_delta_26J_27S,Indep_pct_delta_26J_20D,Indep_pct_Electors_delta_26J_20D,Union_pct_delta_26J_27S,Union_pct_Electors_delta_26J_27S,Union_pct_delta_26J_20D,Union_pct_Electors_delta_26J_20D,DretD_pct_delta_26J_27S,DretD_pct_Electors_delta_26J_27S,DretD_pct_delta_26J_20D,DretD_pct_Electors_delta_26J_20D,ECP_pct_delta_26J_27S,ECP_pct_Electors_delta_26J_27S,ECP_pct_delta_26J_20D,ECP_pct_Electors_delta_26J_20D,Cs_pct_delta_26J_27S,Cs_pct_Electors_delta_26J_27S,Cs_pct_delta_26J_20D,Cs_pct_Electors_delta_26J_20D,PSC_pct_delta_26J_27S,PSC_pct_Electors_delta_26J_27S,PSC_pct_delta_26J_20D,PSC_pct_Electors_delta_26J_20D,PP_pct_delta_26J_27S,PP_pct_Electors_delta_26J_27S,PP_pct_delta_26J_20D,PP_pct_Electors_delta_26J_20D,JxSi_pct_delta_26J_27S,JxSi_pct_Electors_delta_26J_27S,CUP_pct_27S,CUP_pct_Electors_27S,Participacio_pct,Participacio_pct_27S,Participacio_pct_20D,delta_Participacio_26J_27S,delta_Participacio_26J_20D,Effective_Educ_univ_pct
10,37549.0,19755.0,6501.0,11293.0,3,11, el Poble Sec - AEI Parc Montjuïc,52.61,17.31,30.08,24.760054844606945,5.0,40674.0,66.3,1.0,35243.0,1471.0,9895.0,8009.0,7589.0,8273.0,6.0,23.47,28.08,2802.0,1328.0,407.0,1067.0,7.95,3.0300000000000002,24348,14698,5130,2741,1762,2112,1287,1158,329,88,91,8.76,5.29,18.65,11.26,7.88,4.76,14.37,8.67,11.99,7.24,34.9,21.07,4028,27.409999999999997,16.55,9158,62.309999999999995,37.620000000000005,5032,34.24,20.67,-21.650000000000006,-16.830000000000002,0.7899999999999956,-0.5299999999999976,0.30000000000000426,-2.4299999999999997,0.10999999999999943,-1.2299999999999969,0.5799999999999912,-4.3799999999999955,1.0399999999999991,-1.6999999999999886,22.229999999999997,12.450000000000001,0.25,-1.1699999999999982,-5.680000000000001,-4.470000000000001,-1.4699999999999998,-1.2400000000000002,2.389999999999999,0.5099999999999998,-0.010000000000001563,-0.5600000000000005,3.59,1.5300000000000002,1.5899999999999999,0.5700000000000003,-8.480000000000004,-7.870000000000001,13.17,8.96,60.3663545260391,68.04970772186567,64.17947141979103,-7.6833531958265695,-3.813116893751925,33.98
11,792.0,,,,3,12, la Marina del Prat Vermell - AEI Zona Franca,,,,,1.0,1151.0,39.4,1.0,993.0,77.0,458.0,308.0,108.0,42.0,0.0,4.2299999999999995,46.12,151.0,68.0,22.0,61.0,15.21,6.140000000000001,873,398,141,22,51,89,13,60,16,5,1,3.27,1.49,5.53,2.52,15.08,6.87,22.36,10.19,12.81,5.84,35.43,16.15,35,8.8,4.01,176,44.230000000000004,20.159999999999997,200,50.25,22.9,-13.379999999999999,-8.13,0.3800000000000008,-0.35999999999999943,-9.370000000000005,-9.740000000000002,-1.2000000000000028,-3.7900000000000027,8.240000000000002,0.4599999999999973,0.5600000000000023,-2.510000000000005,21.619999999999997,8.59,0.17999999999999972,-2.150000000000002,-13.58,-8.82,0.22000000000000064,-0.8399999999999999,-0.6500000000000021,-2.41,-2.6999999999999993,-2.8100000000000005,4.86,1.4900000000000002,1.2800000000000011,-0.14000000000000057,-10.029999999999998,-6.300000000000001,3.35,1.83,45.58991981672394,54.75372279495991,51.89873417721519,-9.163802978235971,-6.308814360491247,4.81
12,30667.0,17652.0,7433.0,5583.0,3,13, la Marina de Port,57.56,24.24,18.21,29.6312537372932,5.0,30286.0,72.0,1.0,25807.0,1465.0,8101.0,6879.0,6001.0,3356.0,5.0,13.0,31.39,2097.0,900.0,285.0,912.0,8.129999999999999,3.53,22026,14117,4611,1461,2213,2952,653,1727,320,106,74,4.63,2.96,10.35,6.63,12.23,7.84,20.91,13.4,15.68,10.05,32.66,20.93,2114,14.98,9.59,6725,47.64,30.52,6892,48.82,31.29,-15.669999999999998,-12.690000000000001,0.35999999999999943,-0.6099999999999994,-1.8200000000000003,-5.520000000000003,0.5399999999999991,-2.3900000000000006,2.1200000000000045,-2.570000000000004,-0.07000000000000739,-2.7600000000000016,17.79,10.12,-0.4300000000000068,-2.1499999999999986,-10.75,-8.86,-2.25,-2.26,3.59,0.8100000000000005,0.7800000000000011,-0.6399999999999988,5.34,2.530000000000001,2.01,0.5100000000000016,-8.75,-7.66,6.92,5.03,64.09243621174974,72.68139661756683,69.75434772737593,-8.58896040581709,-5.661911515626187,15.24
13,10229.0,5916.0,2245.0,2069.0,3,14, la Font de la Guatlla,57.84,21.95,20.23,27.508883715230976,3.0,10406.0,77.6,2.0,9178.0,406.0,1915.0,2009.0,2324.0,2518.0,6.0,27.439999999999998,20.87,706.0,332.0,102.0,272.0,7.6899999999999995,2.96,7290,4798,1425,874,686,702,478,482,92,33,26,9.96,6.56,18.22,11.99,10.05,6.61,14.63,9.63,14.3,9.41,29.7,19.55,1352,28.18,18.55,2777,57.879999999999995,38.1,1870,38.980000000000004,25.65,-18.18,-16.02,1.2399999999999984,-0.4499999999999993,0.17999999999999972,-3.280000000000001,0.8700000000000045,-1.2200000000000024,0.4399999999999977,-4.740000000000002,0.04999999999999716,-2.6799999999999997,18.619999999999997,11.280000000000001,-1.1900000000000013,-2.2300000000000004,-8.120000000000001,-6.94,-2.799999999999999,-2.45,2.91,0.8900000000000006,0.9000000000000004,-0.049999999999998934,5.390000000000001,2.7700000000000005,2.7700000000000014,1.2799999999999994,-6.75,-7.5,11.43,8.52,65.8161865569273,74.57788671023965,70.50251940623723,-8.761700153312347,-4.68633284930992,34.54
14,15080.0,9656.0,2917.0,2506.0,3,15, Hostafrancs,64.03,19.34,16.62,23.20050902728068,3.0,15919.0,76.8,2.0,13995.0,530.0,3270.0,3065.0,3345.0,3779.0,6.0,27.0,23.369999999999997,857.0,379.0,121.0,357.0,6.12,2.55,10875,7138,2022,1570,835,933,873,633,179,56,37,12.23,8.03,21.99,14.44,8.87,5.82,13.07,8.58,11.7,7.68,28.33,18.59,2443,34.22,22.47,4465,62.55,41.06,2401,33.64,22.08,-19.53,-17.629999999999995,0.3299999999999983,-1.1700000000000017,2.030000000000001,-1.5000000000000036,1.7800000000000011,-0.15000000000000213,-1.5100000000000051,-6.72999999999999,-0.240000000000002,-2.739999999999995,18.019999999999996,10.899999999999999,-0.5700000000000003,-1.5700000000000003,-5.5,-4.9,-1.2600000000000016,-1.25,3.42,1.38,0.9900000000000002,0.15000000000000036,4.109999999999999,2.0199999999999996,2.049999999999999,0.9499999999999993,-7.079999999999998,-8.34,12.45,9.29,65.63678160919541,74.6027397260274,69.74920200638395,-8.965958116831985,-4.112420397188544,34.75
15,19025.0,12092.0,3849.0,3084.0,3,16, la Bordeta,63.56,20.23,16.21,24.145285741170568,3.0,18451.0,76.0,2.0,16172.0,761.0,3812.0,3936.0,4287.0,3361.0,15.0,20.78,23.57,1005.0,445.0,141.0,419.0,6.21,2.59,13937,9456,2583,2070,1127,1458,1033,899,182,59,45,10.92,7.41,21.89,14.85,9.51,6.45,15.42,10.46,11.92,8.09,27.32,18.53,3103,32.81,22.259999999999998,5686,60.13,40.79,3484,36.85,25.0,-18.369999999999997,-17.42,1.480000000000004,-0.5600000000000023,2.1700000000000017,-1.8699999999999974,0.8600000000000065,-1.1999999999999993,-1.3500000000000014,-6.869999999999997,0.30000000000000426,-2.780000000000001,17.02,10.55,-1.1799999999999997,-2.219999999999999,-5.1899999999999995,-4.94,-1.0299999999999994,-1.2199999999999998,3.3499999999999996,1.1100000000000012,0.5099999999999998,-0.3999999999999986,4.01,1.96,1.3800000000000008,0.41999999999999993,-6.739999999999995,-8.400000000000002,11.63,9.02,67.84817392552199,77.52270614317386,72.82756644458772,-9.674532217651873,-4.979392519065726,24.12
16,24288.0,14532.0,5141.0,4615.0,3,17, Sants - Badal,59.83,21.17,19.0,26.13226249173995,4.0,24245.0,79.6,2.0,21297.0,1044.0,5343.0,4896.0,5189.0,4814.0,11.0,22.6,25.09,1127.0,478.0,170.0,479.0,5.29,2.25,17497,11685,3081,2261,1703,1849,1199,1202,263,62,65,10.26,6.85,19.35,12.92,10.29,6.87,15.82,10.57,14.57,9.73,26.37,17.61,3460,29.61,19.77,6541,55.980000000000004,37.379999999999995,4754,40.68,27.17,-17.72,-16.37,0.48999999999999844,-0.9600000000000009,1.6799999999999997,-2.6199999999999974,1.1599999999999966,-0.9599999999999973,-0.8599999999999923,-6.020000000000003,-0.1700000000000017,-2.5800000000000054,16.86,10.35,-0.6600000000000001,-1.620000000000001,-7.010000000000002,-6.340000000000001,-2.0200000000000014,-1.8899999999999997,3.1400000000000006,0.8800000000000008,1.0700000000000003,0.07000000000000028,5.550000000000001,2.8400000000000007,2.1099999999999994,0.8600000000000012,-7.619999999999997,-8.66,10.1,7.71,66.78287706463965,76.36343064041638,71.16623347270878,-9.580553575776733,-4.383356408069133,27.51
17,44686.0,28204.0,7929.0,8552.0,3,18, Sants,63.12,17.74,19.14,21.943929372042177,5.0,41102.0,85.8,2.0,35988.0,1483.0,7361.0,7397.0,9072.0,10667.0,8.0,29.64,20.45,2093.0,912.0,304.0,877.0,5.82,2.44,29558,20203,5396,4821,2213,2398,2990,1704,415,155,111,14.8,10.12,23.86,16.31,8.43,5.76,11.87,8.11,10.95,7.49,26.71,18.26,7811,38.66,26.43,13207,65.37,44.69,6315,31.25,21.36,-18.460000000000008,-17.919999999999995,1.1899999999999977,-0.8000000000000007,1.8100000000000023,-1.5,0.6999999999999957,-0.8400000000000034,-0.9200000000000017,-6.779999999999994,0.5800000000000125,-2.3900000000000006,17.54,11.14,-0.6099999999999994,-1.5899999999999999,-4.67,-4.41,-1.4900000000000002,-1.4500000000000002,2.3099999999999987,0.6799999999999997,0.4499999999999993,-0.19000000000000128,4.169999999999999,2.2300000000000004,1.7399999999999984,0.7999999999999998,-5.510000000000005,-7.869999999999997,12.95,10.05,68.35036200013532,77.65227095945077,72.6576211691643,-9.301908959315455,-4.307259169028981,36.09
18,46847.0,32792.0,8567.0,5489.0,4,19, les Corts,70.0,18.29,11.72,20.713750332454847,5.0,46205.0,125.4,3.0,40266.0,1225.0,5210.0,6411.0,11196.0,16210.0,14.0,40.26,12.94,2147.0,939.0,317.0,891.0,5.33,2.21,35304,25363,4303,4648,4341,2696,5247,3347,405,241,135,20.69,14.86,18.33,13.17,13.2,9.48,10.63,7.64,17.12,12.3,16.97,12.19,9895,39.019999999999996,28.03,14198,55.989999999999995,40.22,10384,40.95,29.42,-14.090000000000003,-16.189999999999998,0.509999999999998,-1.5499999999999972,5.380000000000003,-0.19999999999999574,2.719999999999999,0.05000000000000071,-2.9000000000000057,-8.810000000000002,-0.05000000000000426,-2.8299999999999983,11.189999999999998,7.38,-0.5600000000000023,-1.2800000000000011,-4.620000000000001,-5.359999999999999,-1.9100000000000001,-2.129999999999999,2.210000000000001,0.6299999999999999,1.3100000000000005,0.47999999999999954,7.790000000000001,4.530000000000001,3.3200000000000003,1.700000000000001,-6.020000000000003,-9.469999999999999,8.07,6.72,71.84171765239067,83.26379883858601,76.826104123188,-11.422081186195342,-4.984386470797332,45.92
19,23100.0,15056.0,5001.0,3043.0,4,20, la Maternitat i Sant Ramon,65.18,21.65,13.17,24.933938275913647,4.0,23735.0,112.6,3.0,20845.0,802.0,3252.0,3625.0,5629.0,7526.0,11.0,36.1,15.6,1114.0,473.0,168.0,473.0,5.34,2.27,18329,13138,2498,2217,2518,1682,2087,1722,244,108,62,15.89,11.39,16.87,12.1,13.11,9.39,12.8,9.18,19.17,13.74,19.01,13.63,4304,32.760000000000005,23.490000000000002,6802,51.77000000000001,37.120000000000005,5922,45.08,32.31,-14.36,-15.129999999999995,0.8600000000000065,-1.0,4.109999999999999,-1.269999999999996,1.8400000000000034,-0.8999999999999986,-2.1899999999999977,-7.109999999999992,-0.23999999999998778,-2.809999999999995,12.170000000000002,8.02,-1.0999999999999979,-1.8099999999999987,-6.940000000000001,-7.039999999999999,-2.42,-2.539999999999999,2.75,0.9399999999999995,1.0300000000000011,0.14000000000000057,8.300000000000002,4.83,3.230000000000002,1.5,-7.089999999999996,-9.169999999999995,7.27,5.96,71.67876043428447,81.95738651844586,76.77704435109924,-10.278626084161388,-5.098283916814765,41.06
