,TOTAL_BORN,CAT,Resta_Estat,Estranger,DTE,BARRI,NOM_BARRI,CAT_pct,Resta_Estat_pct,Estranger_pct,NascutsRestaEstat_Votants_ratio,barri_size,Població,Index_RFD,Index_intervals,TOTAL_EDUC,Educ_NO,Educ_primar,Educ_batx_elem,Educ_batx_sup,Educ_univ,No consta,Educ_univ_pct,Educ_primar_pct,Total Aturats,Fins a 6 mesos,De 6 a 12 mesos,Més de 12 mesos,Tot_Atur_pct,Tot_LT_Atur_pct,Electors,Votants,ECP,ERC,CDC,PSC,Cs,PP,Altres,Blancs,Nuls,ECP_pct,ECP_pct_Electors,ERC_pct,ERC_pct_Electors,CDC_pct,CDC_pct_Electors,Cs_pct,Cs_pct_Electors,PSC_pct,PSC_pct_Electors,PP_pct,PP_pct_Electors,Indep,Indep_pct,Indep_pct_Electors,DretD,DretD_pct,DretD_pct_Electors,Union,Union_pct,Union_pct_Electors,Indep_pct_delta_20D_27S,Indep_pct_Electors_delta_20D_27S,Union_pct_delta_20D_27S,Union_pct_Electors_delta_20D_27S,DretD_pct_delta_20D_27S,DretD_pct_Electors_delta_20D_27S,ECP_pct_delta_20D_27S,ECP_pct_Electors_delta_20D_27S,Cs_pct_delta_20D_27S,Cs_pct_Electors_delta_20D_27S,PSC_pct_delta_20D_27S,PSC_pct_Electors_delta_20D_27S,PP_pct_delta_20D_27S,PP_pct_Electors_delta_20D_27S,JxSi_pct_delta_20D_27S,JxSi_pct_Electors_delta_20D_27S,CUP_pct_27S,CUP_pct_Electors_27S,Participacio_pct,Participacio_pct_27S,delta_Participacio_20D_27S,Effective_Educ_univ_pct
20,10745.0,7242.0,1422.0,2080.0,4,21, Pedralbes,67.4,13.23,19.36,16.412742382271468,3.0,11670.0,251.7,4.0,9799.0,170.0,737.0,1151.0,2768.0,4970.0,3.0,50.72,7.5200000000000005,259.0,124.0,48.0,87.0,2.64,0.89,8242,6395,432,376,1484,249,1472,1906,410,46,20,6.76,5.24,5.88,4.56,23.21,18.01,23.02,17.86,3.89,3.02,29.8,23.13,1860,29.09,22.57,2292,35.85,27.810000000000002,3627,56.71,44.01,-10.239999999999998,-10.18,7.219999999999999,2.8000000000000043,-5.199999999999996,-6.369999999999997,5.04,3.8100000000000005,-5.440000000000001,-5.84,-0.11999999999999966,-0.31999999999999984,12.780000000000001,8.959999999999999,-7.599999999999998,-7.98,2.64,2.2,77.59039068187333,83.26248026235879,-5.672089580485462,60.3
21,2891.0,1985.0,232.0,674.0,5,22," Vallvidrera, el Tibidabo i les Planes",68.66,8.02,23.31,10.464591790708164,1.0,4615.0,162.8,4.0,3675.0,132.0,410.0,570.0,994.0,1567.0,2.0,42.64,11.16,104.0,46.0,18.0,40.0,2.83,1.09,3081,2234,565,482,481,154,256,166,110,10,10,25.29,18.34,21.58,15.64,21.53,15.61,11.46,8.31,6.89,5.0,7.43,5.39,963,43.11,31.25,1528,68.4,49.59,576,25.78,18.7,-20.510000000000005,-20.18,1.240000000000002,-1.1400000000000006,-2.2099999999999937,-7.489999999999995,18.299999999999997,12.69,-0.8299999999999983,-1.629999999999999,-0.41999999999999993,-0.9100000000000001,2.4899999999999993,1.3999999999999995,-6.130000000000003,-8.560000000000002,14.38,11.62,72.50892567348264,80.84415584415584,-8.3352301706732,50.86000000000001
22,24819.0,18480.0,2888.0,3451.0,5,23, Sarrià,74.46,11.64,13.9,13.515537251965556,4.0,24691.0,195.2,4.0,19899.0,526.0,1755.0,2374.0,5256.0,9985.0,3.0,50.18,8.82,554.0,257.0,102.0,195.0,2.78,0.98,17163,13228,1690,1711,3587,725,2220,2192,950,102,51,12.78,9.85,12.93,9.97,27.12,20.9,16.78,12.93,5.48,4.22,16.57,12.77,5298,40.05,30.869999999999997,6988,52.83,40.72,5137,38.83,29.919999999999998,-14.020000000000003,-14.229999999999997,4.829999999999998,1.5700000000000003,-4.940000000000005,-7.469999999999999,9.079999999999998,6.76,-2.169999999999998,-2.870000000000001,0.14000000000000057,-0.23000000000000043,6.859999999999999,4.67,-7.450000000000003,-8.75,6.57,5.48,77.07277282526366,83.4050721265705,-6.332299301306847,58.18
23,15897.0,12278.0,1819.0,1800.0,5,24, les Tres Torres,77.23,11.44,11.32,12.903454635738102,3.0,16381.0,217.8,4.0,13529.0,284.0,840.0,1371.0,4046.0,6988.0,0.0,51.65,6.21,405.0,178.0,72.0,155.0,2.9899999999999998,1.15,11742,9304,620,590,2403,396,2142,2357,700,60,36,6.66,5.28,6.34,5.02,25.83,20.46,23.02,18.24,4.26,3.37,25.33,20.07,2993,32.17,25.48,3613,38.83,30.76,4895,52.60999999999999,41.68,-10.399999999999999,-10.760000000000002,6.54999999999999,2.460000000000001,-5.490000000000002,-6.970000000000002,4.91,3.79,-4.740000000000002,-5.400000000000002,0.1899999999999995,-0.08999999999999986,11.099999999999998,7.950000000000001,-7.339999999999996,-8.16,3.06,2.6,79.23692726963039,85.14421849740492,-5.907291227774536,59.51
24,25192.0,18856.0,3415.0,2921.0,5,25, Sant Gervasi - la Bonanova,74.85,13.56,11.59,15.333842216335144,4.0,25378.0,191.8,4.0,21204.0,477.0,1681.0,2496.0,6218.0,10320.0,12.0,48.67,7.93,691.0,311.0,104.0,276.0,3.26,1.3,18442,14064,1419,1267,3326,637,2976,2955,1305,120,59,10.09,7.69,9.01,6.87,23.65,18.03,21.16,16.14,4.53,3.45,21.01,16.02,4593,32.66,24.900000000000002,6012,42.75,32.59,6568,46.7,35.61,-13.300000000000004,-13.27,5.740000000000002,1.5899999999999963,-6.340000000000003,-8.18,6.96,5.09,-2.7399999999999984,-3.710000000000001,-0.35999999999999943,-0.6099999999999994,8.840000000000002,5.91,-8.550000000000004,-9.319999999999997,4.75,3.95,76.26070925062358,83.04007820136853,-6.779368950744953,55.96
25,43724.0,33279.0,5458.0,4986.0,5,26, Sant Gervasi - Galvany,76.11,12.48,11.4,14.089888220564317,5.0,46648.0,192.1,4.0,39523.0,828.0,2837.0,4439.0,11418.0,19991.0,10.0,50.580000000000005,7.180000000000001,1274.0,573.0,222.0,479.0,3.2199999999999998,1.21,34267,26504,2835,2367,6619,1311,5417,5855,1805,190,105,10.7,8.27,8.93,6.91,24.97,19.32,20.44,15.81,4.95,3.83,22.09,17.09,8986,33.9,26.23,11821,44.599999999999994,34.5,12583,47.480000000000004,36.73,-12.299999999999997,-12.45,5.560000000000002,1.6299999999999955,-4.719999999999999,-6.789999999999999,7.579999999999999,5.66,-3.099999999999998,-3.9000000000000004,-0.25,-0.5199999999999996,8.91,6.050000000000001,-7.289999999999999,-8.260000000000002,5.01,4.19,77.34555111331602,83.73689283523673,-6.3913417219207105,58.34
26,30327.0,22363.0,3659.0,4305.0,5,27, el Putxet i el Farró,73.74,12.07,14.2,14.061179002382598,5.0,29041.0,140.2,3.0,24752.0,577.0,1902.0,3260.0,7101.0,11906.0,6.0,48.1,7.68,1179.0,542.0,202.0,435.0,4.760000000000001,1.76,21136,15964,2898,2450,4052,1075,2334,2069,887,138,61,18.15,13.71,15.35,11.59,25.38,19.17,14.62,11.04,6.73,5.09,12.96,9.79,6502,40.73,30.76,9400,58.879999999999995,44.47,5478,34.31,25.919999999999998,-16.03,-16.02,4.050000000000001,0.9799999999999969,-3.75,-7.150000000000006,12.279999999999998,8.870000000000001,-1.6100000000000012,-2.3400000000000016,0.6000000000000005,0.040000000000000036,5.0600000000000005,3.2799999999999994,-7.240000000000002,-8.779999999999998,8.79,7.24,75.52990158970476,82.42461596813958,-6.894714378434813,56.330000000000005
27,16605.0,11111.0,2676.0,2818.0,6,28, Vallcarca i els Penitents,66.91,16.12,16.97,19.409588743018784,3.0,15454.0,101.6,3.0,13271.0,451.0,1761.0,2347.0,3588.0,5123.0,1.0,38.6,13.270000000000001,753.0,347.0,120.0,286.0,5.67,2.16,11406,8431,1973,1563,1681,797,1031,955,347,49,35,23.4,17.3,18.54,13.7,19.94,14.74,12.23,9.04,9.45,6.99,11.33,8.37,3244,38.480000000000004,28.439999999999998,5217,61.88,45.739999999999995,2783,33.010000000000005,24.4,-17.14,-16.470000000000006,1.470000000000006,-1.0600000000000023,-1.2800000000000011,-5.260000000000005,15.86,11.21,-3.34,-3.530000000000001,1.0899999999999999,0.2400000000000002,3.7199999999999998,2.2299999999999995,-6.229999999999997,-7.660000000000004,10.91,8.81,73.91723654217078,80.73442853377844,-6.8171919916076575,44.91
28,7697.0,4718.0,1465.0,1514.0,6,29, el Coll,61.3,19.03,19.67,23.693999676532428,2.0,7307.0,81.6,2.0,6274.0,259.0,1153.0,1358.0,1684.0,1816.0,4.0,28.939999999999998,18.38,316.0,145.0,53.0,118.0,5.04,1.8800000000000001,5359,3787,1064,699,489,492,476,387,137,16,27,28.1,19.85,18.46,13.04,12.91,9.12,12.57,8.88,12.99,9.18,10.22,7.22,1188,31.37,22.159999999999997,2252,59.47,42.01,1355,35.78,25.28,-19.48,-16.53,1.0200000000000031,-1.1600000000000001,-1.1400000000000006,-4.109999999999999,18.340000000000003,12.420000000000002,-3.129999999999999,-3.0699999999999985,1.5999999999999996,0.5199999999999996,2.5500000000000007,1.3899999999999997,-6.91,-6.970000000000002,12.57,9.56,70.66616906139205,76.08777194298575,-5.421602881593699,33.89
29,11909.0,8852.0,1903.0,1155.0,6,30, la Salut,74.33,15.98,9.7,17.694095769409575,3.0,13256.0,107.3,3.0,11523.0,363.0,1559.0,1940.0,3149.0,4506.0,6.0,39.1,13.530000000000001,619.0,289.0,86.0,244.0,5.37,2.12,9840,7206,1725,1444,1582,613,765,748,271,30,28,23.94,17.53,20.04,14.67,21.95,16.08,10.62,7.77,8.51,6.23,10.38,7.6,3026,41.989999999999995,30.75,4751,65.92999999999999,48.28,2126,29.509999999999998,21.6,-17.67,-16.840000000000003,1.4099999999999966,-0.8200000000000003,-1.1899999999999977,-5.260000000000005,16.48,11.580000000000002,-2.8900000000000006,-3.01,0.7999999999999998,0.08000000000000007,3.500000000000001,2.1099999999999994,-5.330000000000005,-7.0,12.34,9.84,73.23170731707317,79.78236550391539,-6.550658186842213,45.79
30,49557.0,33274.0,7276.0,9008.0,6,31, la Vila de Gràcia,67.14,14.68,18.18,17.94327990135635,5.0,50680.0,118.1,3.0,44473.0,1402.0,6356.0,6879.0,10704.0,19126.0,6.0,43.01,14.29,2463.0,1207.0,363.0,893.0,5.54,2.01,35292,25494,7715,6039,4610,2133,1909,1906,915,156,111,30.26,21.86,23.69,17.11,18.08,13.06,7.49,5.41,8.37,6.04,7.48,5.4,10649,41.769999999999996,30.17,18364,72.03,52.03,5948,23.34,16.85,-21.659999999999997,-19.429999999999993,0.4499999999999993,-1.0499999999999972,-0.9999999999999858,-5.069999999999993,20.660000000000004,14.36,-2.369999999999999,-2.3,0.629999999999999,-0.009999999999999787,2.1900000000000004,1.2600000000000007,-3.6400000000000006,-5.339999999999996,18.02,14.09,72.23733424005441,78.20099536251556,-5.963661122461147,54.190000000000005
31,34625.0,24452.0,5591.0,4582.0,6,32, el Camp d'en Grassot i Gràcia Nova,70.62,16.15,13.23,18.609992344306495,5.0,34146.0,103.7,3.0,29899.0,918.0,4110.0,5246.0,8131.0,11486.0,8.0,38.42,13.750000000000002,1615.0,742.0,234.0,639.0,5.4,2.1399999999999997,25793,19617,4829,4344,4010,1788,1886,1727,776,162,95,24.62,18.72,22.14,16.84,20.44,15.55,9.61,7.31,9.11,6.93,8.8,6.7,8354,42.58,32.39,13183,67.2,51.11,5401,27.52,20.939999999999998,-18.440000000000005,-17.85,1.0700000000000003,-0.8200000000000003,-1.9299999999999926,-5.800000000000004,16.51,12.049999999999999,-2.74,-2.8500000000000005,1.2199999999999998,0.4399999999999995,2.5900000000000007,1.5899999999999999,-5.480000000000004,-7.18,12.96,10.67,76.05551893924708,82.32192019853426,-6.2664012592871785,44.529999999999994
32,27226.0,18141.0,4710.0,4374.0,7,33, el Baix Guinardó,66.63,17.3,16.07,20.611789418406197,4.0,25587.0,86.6,2.0,22504.0,1017.0,3910.0,4753.0,6219.0,6595.0,10.0,29.310000000000002,17.37,1247.0,570.0,177.0,500.0,5.54,2.22,19327,13910,3669,2649,2236,1682,1529,1458,532,79,76,26.38,18.98,19.04,13.71,16.07,11.57,10.99,7.91,12.09,8.7,10.48,7.54,4885,35.11,25.28,8554,61.489999999999995,44.260000000000005,4669,33.56,24.15,-18.740000000000002,-17.099999999999994,0.8100000000000023,-1.6400000000000006,-1.2900000000000063,-5.1499999999999915,17.45,11.95,-3.8599999999999994,-3.7799999999999994,1.9700000000000006,0.7299999999999995,2.7,1.4100000000000001,-6.780000000000001,-7.689999999999998,11.96,9.41,71.97185284834687,78.71027940490384,-6.738426556556973,34.12
33,9023.0,5804.0,2195.0,1024.0,7,34, Can Baró,64.32,24.33,11.35,27.440930116264532,2.0,8887.0,77.4,2.0,7813.0,439.0,1709.0,1817.0,1955.0,1892.0,1.0,24.22,21.87,443.0,208.0,60.0,175.0,5.67,2.2399999999999998,6691,4700,1375,732,661,728,576,425,154,25,24,29.26,20.55,15.57,10.94,14.06,9.88,12.26,8.61,15.49,10.88,9.04,6.35,1393,29.630000000000003,20.82,2768,58.89,41.370000000000005,1729,36.79,25.84,-17.15,-14.909999999999997,-0.3400000000000034,-2.5199999999999996,0.9299999999999997,-2.8999999999999915,18.080000000000002,12.010000000000002,-4.270000000000001,-4.020000000000001,2.130000000000001,0.6800000000000015,1.799999999999999,0.8199999999999994,-6.419999999999995,-6.719999999999999,10.73,8.19,70.24361082050515,76.38951310861424,-6.145902288109085,28.28
34,35825.0,23789.0,7418.0,4618.0,7,35, el Guinardó,66.4,20.71,12.89,23.77030794373057,5.0,35698.0,82.0,2.0,31350.0,1348.0,5826.0,6816.0,8756.0,8596.0,8.0,27.42,18.58,2031.0,858.0,291.0,882.0,6.4799999999999995,2.81,26805,19128,5523,3631,2694,2289,2060,2062,673,103,93,28.87,20.6,18.98,13.55,14.08,10.05,10.77,7.69,11.97,8.54,10.78,7.69,6325,33.06,23.6,11848,61.93000000000001,44.2,6411,33.519999999999996,23.92,-20.08,-17.57,0.7299999999999969,-1.4799999999999969,-1.1099999999999923,-4.640000000000001,18.97,12.930000000000001,-3.960000000000001,-3.7199999999999998,1.6800000000000015,0.5699999999999994,3.01,1.6700000000000008,-6.919999999999995,-7.369999999999997,13.16,10.2,71.35982092893117,77.45355109379682,-6.093730164865647,32.07
35,9339.0,6547.0,1842.0,950.0,7,36, la Font d'en Fargues,70.1,19.72,10.17,21.95732506854214,2.0,9467.0,102.0,3.0,7998.0,350.0,1300.0,1748.0,2247.0,2342.0,11.0,29.28,16.25,607.0,250.0,85.0,272.0,7.59,3.4000000000000004,7387,5613,1498,1034,940,629,663,585,198,37,29,26.69,20.28,18.42,14.0,16.75,12.73,11.81,8.98,11.21,8.51,10.42,7.92,1974,35.17,26.73,3472,61.86,47.010000000000005,1877,33.44,25.409999999999997,-17.839999999999996,-17.439999999999994,0.8599999999999994,-1.740000000000002,-1.6199999999999974,-5.889999999999986,16.22,11.55,-3.6099999999999994,-3.869999999999999,1.4200000000000017,0.34999999999999964,3.05,1.7800000000000002,-6.1299999999999955,-7.679999999999996,11.71,9.76,75.98483822932178,83.31752269955278,-7.332684470231001,31.7
36,30199.0,15239.0,10602.0,4357.0,7,37, el Carmel,50.46,35.11,14.43,41.02782400061918,5.0,31728.0,56.6,1.0,27118.0,2135.0,8145.0,8196.0,5640.0,2987.0,15.0,11.01,30.04,2068.0,855.0,287.0,926.0,7.630000000000001,3.4099999999999997,23362,16008,4930,1173,525,3916,2486,2278,525,87,88,30.8,21.1,7.33,5.02,3.28,2.25,15.53,10.64,24.46,16.76,14.23,9.75,1698,10.61,7.27,6628,41.41,28.37,8680,54.22,37.150000000000006,-14.36,-10.73,-3.3700000000000045,-4.36999999999999,3.3200000000000003,0.9100000000000001,17.68,11.64,-10.250000000000002,-7.949999999999999,3.789999999999999,1.8600000000000012,3.09,1.7200000000000006,-7.460000000000001,-5.76,6.9,4.97,68.5215306908655,72.1078536272202,-3.5863229363546907,12.790000000000001
37,12335.0,6321.0,3459.0,2555.0,7,38, la Teixonera,51.24,28.04,20.71,35.3680981595092,3.0,11379.0,69.6,1.0,9834.0,661.0,2691.0,2794.0,2272.0,1411.0,5.0,14.35,27.36,619.0,276.0,81.0,262.0,6.29,2.6599999999999997,8490,5878,1968,478,242,1311,831,799,197,19,33,33.48,23.18,8.13,5.63,4.12,2.85,14.14,9.79,22.3,15.44,13.59,9.41,720,12.25,8.48,2688,45.73,31.66,2941,50.03,34.64,-16.38,-12.459999999999997,-3.3799999999999955,-4.43,2.6699999999999946,0.16000000000000014,19.049999999999997,12.62,-8.54,-6.800000000000001,2.16,0.7099999999999991,3.0,1.6600000000000001,-8.29,-6.549999999999999,8.09,5.91,69.2343934040047,73.14520870076426,-3.9108152967595515,16.619999999999997
38,6414.0,3400.0,1915.0,1099.0,7,39, Sant Genís dels Agudells,53.01,29.86,17.13,36.030103480714956,2.0,6865.0,80.0,2.0,5869.0,491.0,1482.0,1483.0,1385.0,1026.0,2.0,17.48,25.25,372.0,169.0,48.0,155.0,6.34,2.64,5153,3551,1128,380,294,659,434,472,143,24,17,31.77,21.89,10.7,7.37,8.28,5.71,12.22,8.42,18.56,12.79,13.29,9.16,674,18.979999999999997,13.08,1802,50.75,34.97,1565,44.06999999999999,30.369999999999997,-17.67,-13.459999999999999,-1.3600000000000065,-2.520000000000003,0.8700000000000045,-1.1400000000000006,18.54,12.32,-5.959999999999999,-4.74,2.8199999999999985,1.3899999999999988,1.7799999999999994,0.8300000000000001,-8.860000000000003,-7.08,8.81,6.38,68.9113137977877,72.38372093023256,-3.4724071324448573,19.91
39,4688.0,2795.0,974.0,918.0,7,40, Montbau,59.62,20.78,19.58,25.84239851419475,1.0,5082.0,70.0,1.0,4465.0,376.0,993.0,997.0,1108.0,991.0,0.0,22.189999999999998,22.24,269.0,123.0,34.0,112.0,6.02,2.5100000000000002,3928,2585,737,391,309,345,286,396,91,15,15,28.51,18.76,15.13,9.95,11.95,7.87,11.06,7.28,13.35,8.78,15.32,10.08,700,27.08,17.82,1437,55.59,36.58,1027,39.730000000000004,26.14,-17.61,-14.670000000000002,1.0600000000000023,-1.9799999999999969,-0.28999999999999204,-4.050000000000004,17.32,10.620000000000001,-4.639999999999999,-4.14,1.5999999999999996,0.2400000000000002,4.1,1.92,-6.910000000000004,-6.890000000000001,10.7,7.78,65.80957230142566,72.71802695143657,-6.90845465001091,25.230000000000004
40,5186.0,3211.0,1347.0,628.0,7,41, la Vall d'Hebron,61.92,25.97,12.11,29.552435278630977,2.0,5422.0,86.9,2.0,4866.0,203.0,964.0,1033.0,1311.0,1353.0,2.0,27.810000000000002,19.81,287.0,131.0,37.0,119.0,5.8999999999999995,2.45,4416,3436,930,456,327,488,512,570,118,27,8,27.07,21.06,13.27,10.33,9.52,7.4,14.9,11.59,14.2,11.05,16.59,12.91,783,22.79,17.73,1713,49.86,38.79,1570,45.69,35.55,-13.660000000000004,-12.32,-1.8700000000000045,-3.6700000000000017,2.1799999999999926,-0.5200000000000031,15.84,11.799999999999999,-7.58,-6.949999999999999,2.0599999999999987,1.040000000000001,3.6500000000000004,2.24,-5.420000000000002,-5.530000000000001,8.24,6.79,77.80797101449275,82.44414044687642,-4.636169432383667,30.64
41,,,,,7,42, la Clota,,,,,,529.0,90.1,2.0,483.0,29.0,96.0,124.0,109.0,125.0,0.0,25.88,19.88,20.0,9.0,3.0,8.0,4.14,1.66,409,271,118,45,25,33,23,19,7,1,0,43.54,28.85,16.61,11.0,9.23,6.11,8.49,5.62,12.18,8.07,7.01,4.65,70,25.84,17.11,188,69.38,45.96,75,27.68,18.34,-19.080000000000002,-17.229999999999997,-4.789999999999999,-6.469999999999999,7.079999999999998,-1.6599999999999966,26.16,15.570000000000002,-4.299999999999999,-4.1499999999999995,-2.25,-2.959999999999999,1.7599999999999998,0.6400000000000006,-5.640000000000001,-6.949999999999999,13.44,10.28,66.25916870415648,76.44110275689223,-10.181934052735755,30.56
42,26685.0,18025.0,6072.0,2588.0,7,43, Horta,67.55,22.75,9.7,25.198157446985103,4.0,26591.0,82.2,2.0,23117.0,1388.0,5614.0,5262.0,6048.0,4801.0,4.0,20.77,24.29,1750.0,732.0,234.0,784.0,7.57,3.39,20470,14942,4301,2408,1735,2299,1628,1816,535,110,110,28.78,21.01,16.12,11.76,11.61,8.48,10.9,7.95,15.39,11.23,12.15,8.87,4143,27.73,20.240000000000002,8444,56.510000000000005,41.25,5743,38.44,28.05,-18.389999999999997,-15.689999999999998,0.14000000000000057,-1.7899999999999956,-0.6099999999999923,-3.25,17.78,12.440000000000001,-5.589999999999998,-4.8999999999999995,2.6799999999999997,1.33,3.0500000000000007,1.7799999999999994,-7.069999999999997,-6.869999999999997,11.32,8.82,72.99462628236444,77.91192140378318,-4.917295121418746,23.45
43,26578.0,17326.0,6061.0,3191.0,8,44, Vilapicina i la Torre Llobeta,65.19,22.8,12.01,25.91610723906444,4.0,25500.0,64.0,1.0,22295.0,1273.0,5153.0,5574.0,5809.0,4479.0,7.0,20.09,23.11,1642.0,701.0,215.0,726.0,7.359999999999999,3.26,19285,14273,4010,1897,1391,2349,1915,2044,500,82,85,28.1,20.79,13.29,9.84,9.75,7.21,13.42,9.93,16.46,12.18,14.32,10.6,3288,23.04,17.05,7298,51.14,37.84,6308,44.2,32.71,-17.1,-14.2,-0.8699999999999974,-2.3800000000000026,0.5900000000000034,-1.519999999999996,17.69,12.68,-6.610000000000001,-5.66,1.950000000000001,0.879999999999999,3.790000000000001,2.4000000000000004,-7.609999999999999,-6.809999999999999,9.49,7.39,74.01088929219601,77.86524418664871,-3.8543548944526975,23.23
44,25250.0,14379.0,8186.0,2685.0,8,45, Porta,56.95,32.42,10.63,36.27742078440062,4.0,24424.0,58.3,1.0,21429.0,1505.0,5939.0,5601.0,5151.0,3226.0,7.0,15.049999999999999,27.71,1608.0,707.0,213.0,688.0,7.5,3.2099999999999995,18228,12960,3821,1302,875,2565,1801,2048,431,62,55,29.48,20.96,10.05,7.14,6.75,4.8,13.9,9.88,19.79,14.07,15.8,11.24,2177,16.8,11.94,5998,46.28,32.9,6414,49.49,35.19,-15.749999999999996,-12.230000000000002,-1.779999999999994,-2.8800000000000026,1.6000000000000014,-0.2700000000000031,17.35,11.96,-7.889999999999999,-6.299999999999999,2.41,1.1600000000000001,3.700000000000001,2.26,-7.75,-6.290000000000001,8.0,5.94,71.09940750493746,74.26292629262926,-3.1635187876917996,17.7
45,14951.0,7503.0,3639.0,3809.0,8,46, el Turó de la Peira,50.18,24.34,25.48,32.660204631125474,3.0,15471.0,50.6,1.0,13247.0,1099.0,3977.0,3559.0,3016.0,1594.0,2.0,12.030000000000001,30.020000000000003,1021.0,428.0,133.0,460.0,7.71,3.47,10502,6739,2077,669,402,1434,887,949,224,61,36,30.82,19.78,9.93,6.37,5.97,3.83,13.16,8.45,21.28,13.65,14.08,9.04,1071,15.899999999999999,10.2,3148,46.72,29.98,3270,48.52,31.14,-16.54,-11.66,-1.8699999999999974,-2.8100000000000023,1.3700000000000045,-0.5799999999999983,17.91,11.080000000000002,-7.149999999999999,-5.23,3.030000000000001,1.3499999999999996,2.25,1.0699999999999994,-8.490000000000002,-6.240000000000002,8.05,5.42,64.1687297657589,67.38675295013323,-3.2180231843743314,15.18
46,2523.0,1938.0,353.0,232.0,8,47, Can Peguera,76.81,13.99,9.2,15.408118725447403,1.0,2288.0,51.0,1.0,1950.0,148.0,720.0,598.0,348.0,136.0,0.0,6.97,36.919999999999995,141.0,60.0,19.0,62.0,7.23,3.18,1756,1027,358,120,56,222,129,89,36,8,9,34.86,20.39,11.68,6.83,5.45,3.19,12.56,7.35,21.62,12.64,8.67,5.07,176,17.13,10.02,534,51.989999999999995,30.41,440,42.85,25.060000000000002,-16.630000000000006,-11.05,-2.490000000000002,-3.25,2.2099999999999937,-0.6600000000000001,18.84,10.39,-7.35,-5.08,2.9800000000000004,1.0,1.88,0.8300000000000001,-6.130000000000003,-4.5,10.5,6.55,58.48519362186788,62.42937853107344,-3.9441849092055605,7.739999999999999
47,17207.0,10208.0,4839.0,2161.0,8,48, la Guineueta,59.32,28.12,12.56,32.1592343988835,3.0,15090.0,56.0,1.0,13084.0,874.0,3383.0,3476.0,3228.0,2123.0,0.0,16.23,25.86,1122.0,489.0,162.0,471.0,8.58,3.5999999999999996,11970,8977,2680,880,594,1622,1352,1468,293,53,35,29.85,22.39,9.8,7.35,6.62,4.96,15.06,11.29,18.07,13.55,16.35,12.26,1474,16.42,12.309999999999999,4154,46.27,34.7,4442,49.480000000000004,37.099999999999994,-15.669999999999995,-12.810000000000002,-1.3999999999999986,-2.710000000000001,1.2800000000000082,-0.519999999999996,16.950000000000003,12.290000000000001,-6.83,-5.84,2.2200000000000006,1.1500000000000004,3.210000000000001,1.9800000000000004,-8.069999999999997,-6.860000000000003,7.6,5.95,74.99582289055974,78.2743067156699,-3.2784838251101576,17.740000000000002
48,6717.0,3940.0,1797.0,980.0,8,49, Canyelles,58.66,26.75,14.59,31.322991110336414,2.0,7014.0,61.0,1.0,6094.0,405.0,2001.0,1862.0,1188.0,635.0,3.0,10.42,32.84,547.0,238.0,79.0,230.0,8.98,3.7699999999999996,5725,4359,1547,289,137,909,721,605,102,22,27,35.49,27.02,6.63,5.05,3.14,2.39,16.54,12.59,20.85,15.88,13.88,10.57,426,9.77,7.4399999999999995,1973,45.260000000000005,34.46,2235,51.27,39.04,-14.32,-11.47,-5.710000000000001,-5.690000000000005,6.050000000000004,3.6799999999999997,20.370000000000005,15.15,-8.7,-7.23,0.6500000000000021,0.030000000000001137,2.3400000000000016,1.5099999999999998,-7.870000000000001,-6.41,6.45,5.06,76.13973799126637,78.50532565042779,-2.36558765916142,11.09
49,14008.0,7338.0,3759.0,2910.0,8,50, les Roquetes,52.38,26.83,20.77,33.87402000540687,3.0,15668.0,50.8,1.0,13066.0,981.0,4732.0,4121.0,2278.0,954.0,0.0,7.3,36.22,1187.0,518.0,171.0,498.0,9.08,3.81,10372,6678,2283,329,134,1808,1000,881,185,24,34,34.19,22.01,4.93,3.17,2.01,1.29,14.97,9.64,27.07,17.43,13.19,8.49,463,6.9399999999999995,4.46,2746,41.129999999999995,26.470000000000002,3689,55.230000000000004,35.56,-12.74,-8.649999999999999,-5.539999999999992,-4.919999999999995,6.049999999999997,3.100000000000005,18.79,11.750000000000002,-11.299999999999999,-7.859999999999999,4.16,2.17,1.5999999999999996,0.7700000000000005,-7.120000000000001,-4.909999999999999,5.62,3.74,64.38488237562669,66.60877954655089,-2.2238971709242037,9.2
50,13835.0,6264.0,4353.0,3218.0,8,51, Verdun,45.28,31.46,23.26,41.00028256569652,3.0,12239.0,50.8,1.0,10553.0,831.0,3478.0,3134.0,2088.0,1019.0,3.0,9.66,32.96,910.0,397.0,131.0,382.0,8.62,3.62,8645,5759,1882,351,184,1319,860,903,199,27,34,32.68,21.77,6.09,4.06,3.19,2.13,14.93,9.95,22.9,15.26,15.68,10.45,535,9.28,6.1899999999999995,2417,41.96,27.96,3082,53.51,35.66,-14.44,-10.22,-2.8300000000000054,-3.3200000000000074,2.700000000000003,0.8000000000000007,17.14,11.02,-9.09,-6.670000000000002,3.1499999999999986,1.5999999999999996,3.1099999999999994,1.75,-7.880000000000001,-5.68,6.56,4.54,66.61654135338345,69.1961191961192,-2.5795778427357448,11.790000000000001
